Kdn.;Name;Name_2;Name_3;Straße;Plz;Ort;Land;Telefon;Telefax;E-Mail;WWW;Verbands- code;Verband;Vertreter- code;Vertretername;Tel. Vertreter;E-Mail-Vertreter;Verbandsnummer 
25164;Parske Motorgeräte;;;Justus-Liebig-Str. 1;34582;Borken;Deutschland;05682 / 733739;05682 / 733740;;;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;I.R.M.S. 115 - 089
16223;B. Fitzenberger;Ihr Gartenlädchen;;Westl. Ringstr. 9;61184;Karben;Deutschland;06039 / 95663;06039 / 95665;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18468;Hofmann & Pabst GmbH;Heimwerkermarkt;;Tunnelstraße 24;35321;Laubach-Freienseen;Deutschland;06405 / 7426;06405 / 3926;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24288;OBI GmbH & Co. Deutschland KG;Fil. Wetzlar - MI;;Dillfeld 21;35576;Wetzlar;Deutschland;06441-9844882;06441-9844280;;;44;MIETPROFI;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24262;OBI Bau- u. HWM GmbH & Co.;Franchisecenter KG - Fil. Giessen Süd;;Gottlieb-Daimler-Str. 5;35398;Gießen;Deutschland;0641 / 962320;0641 / 9623215;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Marktnr. 559
12272;Bay Wa AG Vertrieb Werkstätte;ILN 4325047069503;BAYWA: 506950;Am Angertor 8/Industriegeb.;97618;Wülfershausen;Deutschland;09762/9390;09762/939359;;;48;BayWa Technik;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
33052;Markus Völk;;;Am Grund 5;35641;Schöffengrund-Oberwetz;Deutschland;06445/92140;06445 / 92142;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
16213;Felix Fuchs Landmaschinen;Inh. Rudolf Fuchs;;Ziegelbergstr. 6;63826;Geiselbach;Deutschland;06024 / 1651;06024 / 8137;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
23140;Neuberger;Land. & Fördertechnik;;Im Bruch 9;63897;Miltenberg;Deutschland;09371-6680065;09371-6692566;info@neuberger-technik.de;www.neuberger-technik.de;30;Sümo;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;SÜMO 12622
12384;Bay Wa AG Vertr.Werkstatt;ILN 4331582063005;BAYWA: 506300;Bahnhofstr. 17;97769;Bad Brückenau;Deutschland;09334/975-177;09334/975-183;;;48;BayWa Technik;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
16253;Friedmann Motorgeräte;Verkauf * Service * Verleih;;Mainzer Straße 114;64572;Büttelborn;Deutschland;06152 / 52609;06152 / 719109;friedmann-motorgeraete@t-online.de;;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;I.R.M.S. 10416
18334;Stöber GmbH & Co. KG;Landtechnik;;Landstr. 1;37242;Bad Sooden - Allendorf;Deutschland;05652/3014;05652 / 6271;;;39;HLT;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;HLT:  024
24027;Karl Oppelt;Eisenwaren;;Schottenstraße 19;97483;Eltmann;Deutschland;09522/442;09522/445;;;40;NBP;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;NB 903420 L 300 067
18137;HT- Baumaschinen;Jens Toennieshen;;Wichernstr.15;97631;Bad Königshofen;Deutschland;09761/3956780;09761/3956789;ht-baumaschinen@ht-baumaschinen.de;www.ht-baumaschinen.de;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12539;Bay Wa AG Vertrieb Werkstätte;ILN 4325047337015;;Dieselweg 4;97332;Volkach;Deutschland;09381/40356;09381/40359;;;48;BayWa Technik;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
35049;Zuth;Forst + Garten GmbH;;Jahnstrasse 19;63584;Grundau;Deutschland;06051/13630;;;;30;Sümo;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;SÜMO 13011
19016;Elgard Jabi;Profi;;Sandwiesenstr. 14;64665;Alsbach-Hähnlein;Deutschland;06257-1515;05257-999736(505211);;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
16139;Peter Fischer;Rasenmäher-Motorsägen;;Königsberger Str. 4;37269;Eschwege;Deutschland;05651 / 13714;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34083;Wolfarth Motor- und Gartengeräte;GmbH & Co. KG;;Untere Straße 48;34399;Oberweser-Gottstreu;Deutschland;05574/631;05574/947045;info@wolfrath-gartengeraete.de;;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;I.R.M.S. 10410
18050;HKL Baumaschinen GmbH;;;Industriestraße 6-10;65439;Flörsheim-Weilbach;Deutschland;06145 / 93390;06145 / 933929;center_frankfurt_main_west@hkl-baumaschinen.de;www.hkl-baumaschinen.de;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 117 676
28883;Hermann Josef Sippel;Landm. u. Hydraulik;;Bahnhofstr. 51;36132;Eiterfeld;Deutschland;06672-482;06672-7843;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18645;Hydroflex oHG;Div. Commercial Cleaning;;Am Weidenhäuser Bhf. 10;35075;Gladenbach;Deutschland;06462 / 9159812;06462 / 91598-20;j.becker@hydroflex-de.com;www.hydroflex-de.com;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12729;Bay Wa AG Vertrieb Werkstätte T323;ILN 4325054414341;BAYWA: 541434;Innere Aumühlstr. 21;97076;Würzburg;Deutschland;0931 / 20011-66;0931 / 20011-60;;;48;BayWa Technik;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
22147;OBI GmbH & Co. Deutschland GmbH;Filiale Gießen West 558;;Gottlieb-Daimler-Str. 5;35398;Gießen-West;Deutschland;0641 / 962320;0641 / 9623215;;;44;MIETPROFI;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27284;R.E.A.L. GmbH;AEZ Einkaufszentrum;;Kurhessenstr. 60-62;34626;Neukirchen;Deutschland;06694-515880;06994-5158811;;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 874 515
34408;w&k Kfz-Teile Wächtersbach;;;Industriestr. 29 c;63607;Wächtersbach;Deutschland;06053 / 1350;06053 / 5816;waechtersbach@wk-kfz.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34393;Will Landtechnik;Inh. Manfred Will;;Hauptstraße 19;97500;Ebelsbach/Rudendorf;Deutschland;09536 / 246;09536 / 1432;will.manfred@web.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
20029;Knothe Baustoffe;GmbH & Co KG;;Elmer Landstr. 1;36381;Schlüchtern;Deutschland;06661 / 96070;06661 / 71479;;;23;Hagebaumarkt;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Hagebau 136001
18430;Hack Holz- und;Baustoffhandel GmbH & Co. KG;;Kilianstädter Straße 1-7;61130;Nidderau;Deutschland;06187 / 9090;06187 / 909190;info@hack-baustoffe.de;;23;Hagebaumarkt;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Hagebau 195 000
12955;Bischoff Motors;GmbH & Co.KG;;Brüder-Grimm-Str. 34;34246;Vellmar;Deutschland;0561/828029;0561/824665;dirk.jordan@bischof-motors.de;www.bischof-motors.de;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12468;Bay Wa AG Vertr.Werkstatt;ILN 4325047333512;BAYWA: 533351;Friedhofstraße 2;97488;Stadtlauringen;Deutschland;09724/906656;09724/906659;;;48;BayWa Technik;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
22540;S.O.B.I.G. Baumarkt Schleusingen;GmbH & Co. KG;;Suhler-Str. 32-40;98553;Schleusingen;Deutschland;036841 / 2030;036841 / 20313;;;44;MIETPROFI;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24596;Otto & Kusch;Werkzeuge OHG;;Feldstrasse 3a;63165;Mühlheim/M.;Deutschland;06108 / 708154;06108 / 708629;info@otto-kusch-werkzeuge.de;otto-kusch-werkzeuge.de;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 300 250
35048;Regina Zülch;Reinigungsprodukte;;Arnsbacher Strasse 14;34582;Borken;Deutschland;05682 / 730320;05682 / 730322;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18584;Hagebaumarkt;Gemünden GmbH;;Würzburger Str. 78;97737;Gemünden;Deutschland;09351/50850 Fax 5085;09351/508510;;;23;Hagebaumarkt;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Hagebau 109068
13174;H & S Reinigungstechnik GmbH;;;Göttinger Str. 25;34123;Kassel;Deutschland;0561 / 9536743;0561 / 9536744;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
29022;Franz Schneider GmbH & Co.KG;Technischer Großhandel;;Schäferstraße 12;63069;Offenbach am Main;Deutschland;069/984208-0;069/984208-24;;;4;NW;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;NW 7769
29345;Louis Scheuch GmbH;;;Fiedlerstr. 2;34127;Kassel;Deutschland;0561-87910;0561-8791177;info@scheuch-baumaschinen.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12193;Bay Wa AG Vertr.Baustoffe;ILN 4325054033351;;Erlenbacher Str. 6;63820;Elsenfeld-Obernburg;Deutschland;06022 / 6184-10;06022 / 6184-19;;;21;BAYWA Baustoffe;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
29158;Schumm & Vornwald GmbH;Forst- und Gartengeräte;;Frankfurter Str. 33;97769;Bad Brückenau;Deutschland;09741/781;09741 / 5299;schumm-vornwald@t-online.de;www.shumm-und-vornwald.de;30;Sümo;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Sümo
22617;Erich Müller GmbH & Co. KG;Maschinen und Werkzeuge;;Raiffeisenstraße 6;97265;Hettstadt;Deutschland;0931-29699234;;muller.eb@googlemail.com;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12451;R.E.A.L. GmbH;AEZ Einkaufszentrum;;Löbergasse 3;36304;Alsfeld;Deutschland;06631 / 96440;06631 / 9644110;;;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 830 178
21257;LKG Technik;Udo Seibert;;Ziegelhüttenstr. 48;64832;Babenhausen;Deutschland;06073 / 7248472;06073 / 7248473;info@seibert-lkg.de;;46;ILAFA;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;ILAFA
24603;OBI Beteiligungs GmbH & Co;Management KG;;Neue Kasseler Straße 68;35039;Marburg;Deutschland;;;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18017;Horn Frank;Kleinmotorenservice;;Langgasse 7;64853;Otzberg Habitzheim;Deutschland;06162 / 962048;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
22314;Wilhelm Marx GmbH + Co. KG;;;Gutleutstr. 341;60327;Frankfurt;Deutschland;069 / 272830;069 / 27283296;zentrale@marx24.de;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 363 588
18968;HKL Baumaschinen GmbH;;;Am Oberwerrner Weg 1;97502;Euerbach;Deutschland;;;;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 117 676
27467;Rothenberger Werkzeuge GmbH;Abteilungsnummer 3600R9;;Postfach 10 01 19;6140;Halle (Saale);Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27469;Rothenberger Werkzeuge Produktion GmbH;Abteilungsnummer 3600T7;;Postfach 10 01 19;6140;Halle (Saale);Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27490;Raiffeisen Waren GmbH;;;Postfach 10 13 04;34013;Kassel;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27351;Raiffeisen GmbH;;;Postfach 10 13 04;34014;Kassel;Deutschland;0561 / 71220;0561 / 7122446;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27032;Raiffeisen GmbH;;;Postfach 10 30 20;34112;Kassel;Deutschland;06652/96020;06652/960222;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
27320;gelöscht !;BayWa AG;;Ständeplatz 1-3;34117;Kassel;Deutschland;0561 / 71220;;;;20;BAYWA B&GM;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
14180;Elsen-Krug;;;Leipziger Str. 114;34123;Kassel;Deutschland;0561 / 55111;0561 / 572699;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
25189;PWK Knöbber GmbH & Co.;Handels KG;;Münchener Strasse 5;34123;Kassel;Deutschland;0561 / 52039 0;0561 / 52039 50;fa.pwk@pwk-tools.de;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 819 941
21184;Landefeld Druckluft;und Hydraulik GmbH;;Richard-Roosen-Str. 11-15;34123;Kassel;Deutschland;0561 / 9588563;0561 / 9588520;verkauf@landefeld.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12347;Walter Braun;e.K -Großhandlung;;Göttinger Strasse 27;34123;Kassel;Deutschland;0561 / 579760;0561 / 5797611;Rumpf@waba.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
14028;Evers Schwimmbad- und;Hygiene-Service GmbH;;Harleshäuser Str. 134;34128;Kassel;Deutschland;0561/67175;0561 / 67163;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
17152;Gerätedepot;Inh. Elke Willuda;;Nürnberger Str. 42;34212;Melsungen;Deutschland;05661/910652 FAX 531;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
21236;Heinz Lutze GmbH & Co. KG;Standort Baunatal;;Ulmenstr. 7;34225;Baunatal;Deutschland;0561 / 4910001;0561 / 492471;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
31079;Telsnig;Forst- und Gartentechnik;;Dörnbergstraße 27;34233;Fuldatal-Ihringshausen;Deutschland;0561 / 981860;;info@telsnig.de;www.telsnig.de;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
29068;Dieter Schweinsberg;Blockhaus-Werkzeug-Maschinen;;Brüder-Grimm-Str. 26;34246;Vellmar;Deutschland;0561-823297;0561-821925;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18029;HKL Baumaschinen GmbH;;;Bettenhäuser Straße 46;34266;Niestetal;Deutschland;0561 / 952380;0561 / 9523811;center_kassel@hkl-baumaschinen.de;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 117 676
27209;Reitze Motorgeräte;;;Zierenberger Str. 12;34270;Schauenburg-Maternhagen;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12808;Bauhaus GmbH & Co. KG;Hessen NL Nr.: 603;;Albert-Einstein-Str. 1;34277;Fuldabrueck;Deutschland;;0561/5859615;;;22;Bauhaus;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18599;Heidenbluth Fachhandel für;Schweißgeräte GmbH;;Ostring 1 a;34277;Fuldabrück;Deutschland;0561/958530;0561/9585321;info@heidenbluth.de;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 314 820
31604;Kaufhaus Trossbach;--> Geschäftsaufgabe lt EK;;Untergasse 13 - 15;34281;Gudensberg;Deutschland;05603 / 2046;05603 / 4090;;;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 863 777
27489;Raiffeisen Waren GmbH;Technik Center Gudensberg;;Fritzlarer Straße 43;34281;Gudensberg;Deutschland;05603 / 933660;05603 / 9336633;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
20073;Georg Knierim;;;Marktstraße 34;34326;Morschen;Deutschland;05664-8232;05664-8211;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34318;Weri GmbH;;;Mündener Str. 47;34346;Hedemünden;Deutschland;05545 / 274;05545 / 6293;info@weri-gmbh.de;;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;I.R.M.S.  279
18281;Schelp & Fischer;;;Veckerhäger Str. 30;34346;Hann.Münden;Deutschland;05541 / 98250;05541 / 982519;;;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 846 601
13153;Drechsler Industriebedarf GmbH;;;Am Rodland 12;34346;Hann.Münden;Deutschland;05541 / 7098 0;05541 / 7098 44;info@drechsler-gmbh.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18026;Eberhard Hohmann;Elektro-Service;;Ahornweg 8;34369;Hofgeismar;Deutschland;05671 / 3282;05671/3282;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
11193;Arends;Rasenmäher-Garage;;Hinter der Eisenbahn 2a;34376;Immenhausen;Deutschland;05673-3294;56736827;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34275;Weidemann;Reinigung- und Pooltechnik;;Königsstühle 12;34379;Calden;Deutschland;05674 / 4682;05674 / 922437;service@weidemannrpt.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18533;HYGENO GmbH;;;Bahnhofstr. 23;34393;Grebenstein;Deutschland;0561 / 572045;0561 / 54786;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
28230;Zweirad Sander;;;Desenbergstr. 2a;34414;Warburg;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
16227;FAM Service GmbH & Co. KG;;;Briloner Str. 89;34414;Warburg / Scherfede;Deutschland;05642 / 988835;05642 / 98837;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24269;OBI Bau-u.Heimwerkermarkt;Warburg GmbH & Co.( 015);;Industriestrassse  2;34414;Warburg;Deutschland;05641-76220;05641-762222;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
28003;Bernhard Salmen;;;Paderborner Str. 2-8;34414;Warburg OT Scherfelde;Deutschland;05642/8358;;;;3;NBH;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;NBH 901 356
12772;RD Landtechnik;Inh.: C. Schäfers;;Johannesstraße 13;34431;Marsberg-Oeschorf;Deutschland;02994 / 520;02994/9283;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
31652;Technologiepark - Marsberg GmbH;;;Paulinenstraße 88;34431;Marsberg;Deutschland;02922 / 8319;02992 / 977647;pp@technologiepark-marsberg.de;technologiepark-marsberg.de;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;IRMS 10309
12743;Fa. Motoren Bender;Inh. Günter Bender;;Bredelarer Str. 8;34431;Marsberg;Deutschland;02992 / 2929;02992 / 64179;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12849;Werner & Günther Buthe GbR;;;Mühlenstrasse 4;34434;Borgentreich;Deutschland;05643 / 258;05643 / 8239;;;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 833 231
18403;Göbel KG;;;Am Bahnhof 7;34434;Borgentreich;Deutschland;5645782990;56459822;gschubert@motorland-goebel.net;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
19632;Karl Illas GmbH;Fachhandel;;Uplandstrasse 7;34454;Bad Arolsen;Deutschland;05691 / 89750;05691 / 897523;;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 303 071
27478;Raifeisen-Warenzentrale Kurhessen-;Thüringen GmbH Technik-Center;;Professor-Bier-Str. 22;34454;Bad Arolsen-Helsen;Deutschland;05691-97920;05691-979222;technik-arolsen@raiffeisen-kassel.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
16122;Fülling;Großhandel;;Lehmlochweg 6;34466;Wolfhagen;Deutschland;05692/990145 FAX:-99;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12903;Baufuchs Heimwerkermärkte;GmbH & Co. KG;;Magdeburger Str. 2;34466;Wolfhagen;Deutschland;05692 / 1451;05692 / 990261;zugreif-baufuchs-wolfhagen@gmx.de;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 295 957
35054;Zugreif GmbH;Heimwerkermärkte;;Magdeburger Str. 2;34466;Wolfhagen;Deutschland;05692-1451;05692-990261;;;36;EDE-Neu;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 295 957
11165;Manfred Adolf;Werkzeuge +Maschinen;;Philippinenburg 22;34466;Wolfhagen;Deutschland;05692 / 1406;05692 / 7492;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34222;W+H Diemelbaumarkt;GmbH & CO. KG.;;Wrexer Teich 2;34474;Diemelstadt-Rhoden;Deutschland;05694-97960;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Lieferanten-Nr. 2361127
24346;Bau- und Heimwerkermarkt Korbach;GmbH & Co. KG - Markt  197;;Briloner Landstr. 38;34497;Korbach;Deutschland;05631 / 501900;05631 / 5019029;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18579;Johannes Tüllmann;;;Am Schwalefelder Treis 1;34508;Willingen;Deutschland;05632 / 4130;05632 / 69969;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12890;2-Rad Brüne;Inhaber: C. Eichler;;Friedrich-Ebert-Str. 15;34537;Bad Wildungen;Deutschland;05621 / 5050;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
13204;Rolf Döring;Landwirtschaftl.;;An der Kirche 16;34560;Fritzlar-Werkel;Deutschland;05622 / 5558;05622 / 79238;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
34092;WSF - Service;Schäffer;;Merianstraße 6;34576;Homberg / Efze;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
30165;Stuhlmann;Zerspanungstechnik GmbH;;Zorngrabenstr. 7;34576;Homberg (Efze);Deutschland;05681 / 7029;05681 / 5810;fastuhlmann@t-online.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
29133;Schüma Handels GmbH;;;Schönbergstr. 7;34587;Felsberg-Gensungen;Deutschland;05662-94790;05662-947994;;;5;EDE-Verband;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;EDE 314 421
22618;MB Reinigungstechnik;;;Eppenbergstr. 5;34587;Felsberg-Gensungen;Deutschland;;0561 / 5855445;mb.reinigungstechnik@yahoo.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18097;REINHELL;Reinhild Heller;;Pfadwiesen 14;34590;Wabern;Deutschland;05683/7437;05683 / 931728;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
22383;Treysaer Bau- u. Heimwerkermarkt;GmbH & Co. Handels KG, Abtl. Mietprofi;;Friedrich-Ebert-Str. 92;34613;Schwalmstadt-Treysa;Deutschland;;;;;44;MIETPROFI;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24278;Treysaer Bau-u.Heimwerkermarkt;GmbH & Co.Handels KG;;Friedrich-Ebert-Str. 92;34613;Schwalmstadt-Treysa;Deutschland;06691/963440;06691/963450;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Marktnr.: 49
27321;Raiffeisen GmbH;;;Erich-Rohde-Str. 14;34613;Schwalmstadt-Ziegenhain;Deutschland;06691 / 92130;06691 / 921320;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
29209;Schwalmstadt Baumarkt;Heinrich Schmitt jr. GmbH & Co. KG;;Südbahnhof/Erich-Rohde-Str. 8;34613;Schwalmstadt-Ziegenhain;Deutschland;06691 / 3053;06691 / 3592;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12429;Chr. Balzer GmbH & Co.KG;;;Krummbogen 10;35039;Marburg;Deutschland;06421/603242;06421/603253;;;4;NW;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;NW 7045
27397;Raiffeisen GmbH;;;Marburger Str. 84a;35043;Marburg;Deutschland;06421/948050;06421/9480519;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24261;OBI (506 ) Bau- u. HWM;Gladenbach GmbH&Co. Handels KG;;Jakob-Heuser-Str.  4;35075;Gladenbach;Deutschland;06462-91410;06462-914141;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
12559;Stefan Bangert;Heiz- + Reinigungssysteme;;Koppenweg 18;35110;Frankenau-Altenlotheim;Deutschland;06455-7050;06455-7050;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24265;OBI Bau- u. HWM BID-Wallau;GmbH & Co. Handels KG;;Theodor-Meissner-Str. 2;35216;Biedenkopf-Wallau;Deutschland;06461 / 98570;06461 / 985713;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;Markt Nr. 454
18202;Markus Rink;Motorgeräte und Schlosserei;;Waldfrieden 1;35232;DautphetalHerzhausen;Deutschland;06468 / 7645;06468 / 1390;rink.motor@t-online.de;;38;IRMS;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;I.R.M.S. 115 - 153
20312;Siegfried Kerkiehn;NL Forst- und Gartentechnik;;Herzhäuser Str. 19;35232;Herzhausen;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
20313;Siegfried Kerkiehn;NL Unfallreparatur;;Marburger Str. 3;35232;Dautphetal;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18203;Fleischhauser + Sohn Nachf.;H. Fleischhauer;;Niederrheinische Str. 36 - 40;35274;Kirchhain;Deutschland;;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
22630;Momos Motorgeräte;Inh. Moritz Wirth;;Neue Gartenstraße 33;35279;Neustadt;Deutschland;06692 / 202986;06692 / 202989;motorgeraete_wirth@gmx.de;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
20084;Heinrich Krieger;;;Steinweg 28;35285;Gemünden;Deutschland;06453-7177;06453/1749;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18571;Henner Helwig;.;;In der Gombach 22;35321;Laubach;Deutschland;06405-88-0;;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
18378;ib Häuser;;;Am Oswaldgarten / Neustadt 40;35390;Gießen;Deutschland;0641 / 932920;0641 / 9329233;;;;;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24250;OBI Bau- u. HWM GmbH & Co. Franchise;Center KG - Abtl. MIETGERÄTE;;Pistorstr. 1;35394;Gießen;Deutschland;0641 / 975070;0641 / 9750727;;;44;MIETPROFI;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;
24563;OBI GmbH & Co. Deutschl. KG;Fil. Giessen - Markt 559;;Pistorstr. 1;35394;Gießen;Deutschland;0641 / 975070;0641 / 9750727;;;24;Obi;3;Josef Strauß;+49 162 2424149;strauss@kraenzle.com;ILN 4399901964105
